iteration,err_norm,position_error,orientation_error,tcp_x,tcp_y,tcp_z,q0_rt_joint_linear_track,q1_rt_joint_carriage,q2_rt_base,q3_rt_shoulder,q4_rt_elbow,q5_rt_wrist1,q6_rt_wrist2,q7_rt_wrist3,dq0_rt_joint_linear_track,dq1_rt_joint_carriage,dq2_rt_base,dq3_rt_shoulder,dq4_rt_elbow,dq5_rt_wrist1,dq6_rt_wrist2,dq7_rt_wrist3
0,7.70648298439991,4.567583871206595,3.0964736943981097,0.267,-3.2807478955731993e-13,2.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8.070296235069419,5.639247249526527,2.641678174729039,0.08613061874981394,-2.0142878862009197,0.9323695568569321,0.35000000000000014,-0.3500000000000015,-0.25089734004806963,-1.0989999999004816,-0.6449897813433831,1.099,1.0990000000010551,1.0990000000023912,0.35000000000000014,-0.3500000000000015,-0.25089734004806963,-1.0989999999004816,-0.6449897813433831,1.099,1.0990000000010551,1.0990000000023912
2,5.149819676089201,4.184817335004543,1.9077965386398514,0.5343401195259478,0.27156701449030973,2.3603175208818334,0.7000000000000002,-1.4432899320127035e-15,0.8481026599519303,9.951817148134978e-11,0.45401021865661706,1.1909803265363204,1.05735512431678,2.391198350437662e-12,0.35000000000000003,0.35000000000000003,1.099,1.0989999999999998,1.0990000000000002,0.09198032653632038,-0.04164487568427511,-1.099
3,5.634955498041244,4.107853166224186,2.296788826374857,1.3490067622810697,-1.1263823942790936,1.6544064972562964,1.0500000000000003,0.34999999999999887,0.09180266636937495,-1.0989999998954096,0.3285900747363283,2.16549016326816,1.2999373219860118,1.0990000000023914,0.3500000000000001,0.3500000000000003,-0.7562999935825554,-1.0989999999949278,-0.12542014392028877,0.9745098367318397,0.24258219766923173,1.0990000000000002
4,5.632926869497319,3.576316629831495,2.8729178435492186,0.8396855631938515,0.9722016996709355,1.5878932331982885,1.4000000000964214,0.630309765559049,1.103385961197978,6.780287442609279e-11,1.4275900747363286,1.06649016326816,1.9813220022740374,2.391420395042587e-12,0.3500000000964212,0.2803097655590502,1.011583294828603,1.0989999999632125,1.0990000000000002,-1.099,0.6813846802880257,-1.099
5,4.218613802248036,2.649908293021058,2.5164623026765103,1.9567066997296332,0.5473507756240091,1.6203595400436703,1.750000000096421,0.8151548827795241,0.004385961197980182,-1.098999999932197,1.8794487206962116,2.10324508163408,2.560661001137019,0.25357114084711074,0.34999999999999964,0.18484511722047503,-1.0989999999999978,-1.099,0.451858645959883,1.0367549183659202,0.5793389988629816,0.2535711408447193
6,4.00817415334767,2.4634777930729346,2.587941256796727,1.872436930881419,1.6773308439161814,1.3266637568658124,2.100000000096421,0.907577441389762,0.45926387880261144,2.830402578979374e-10,1.7166867066606246,1.0042450816340802,1.461661001077215,-0.8051273556809458,0.3500000000000001,0.09242255861023796,0.45487791760463125,1.0990000002152374,-0.162762014035587,-1.099,-1.099000000059804,-1.0586984965280566
7,2.701149456252335,1.5637938355898522,2.0133465464760874,2.8731329803072687,1.3270691056853772,1.7443981873289809,2.450000000071814,0.9537887206948812,-0.5800582698616067,-0.3648368739553956,1.640626538120772,2.0721225408170403,2.3008305005386074,-0.49075004325676885,0.34999999997539266,0.046211279305119146,-1.0393221486642181,-0.36483687423843586,-0.07606016853985254,1.06787745918296,0.8391694994613923,0.314377312424177
8,1.0074858398094646,0.702344360502426,0.7132034139808325,3.6792537298757875,1.8893960588742205,1.1891869341356918,2.800000000071814,0.6037887206948812,-0.4848301419320667,0.7341631260446047,1.0892806873226601,2.606061270437899,1.7567455584562832,0.18107304321629036,0.3500000000000001,-0.35,0.09522812792954,1.0990000000000002,-0.5513458507981119,0.5339387296208589,-0.5440849420823242,0.6718230864730592
9,0.5904678837462677,0.4999177354009328,0.3109848385418128,4.024716978542059,1.294392608270772,1.4117312284463466,2.450000000071814,0.8018943603506202,-1.2045011128975711,0.6919732124572936,0.9190367999532402,2.873030635217421,1.525264325960817,1.2349096937847375,-0.3500000000000001,0.19810563965573902,-0.7196709709655045,-0.042189913587311056,-0.17024388736941998,0.2669693647795217,-0.23148123249546626,1.053836650568447
10,0.10703759791840191,0.08277614266193686,0.06784194201352663,4.2893128072548405,1.6947167195449115,1.3778055320729183,2.7755494850869056,0.9009471801753101,-1.015491609260343,0.7452793323941902,0.8517301219958857,2.7264216093332037,1.2003740318943832,1.0174102050680374,0.32554948501509173,0.09905281982468983,0.18900950363722813,0.0533061199368966,-0.06730667795735445,-0.1466090258842172,-0.32489029406643377,-0.2174994887167001
11,0.0037076127463584615,0.002946212580062984,0.002250826525243163,4.3365390779826996,1.6703712131329675,1.3140870262302875,2.7865120492629645,0.8905975706598899,-1.0317380049877567,0.7826739164789033,0.8620385716880443,2.780905808603248,1.2266531997104668,1.033073876822188,0.010962564176058898,-0.010349609515420188,-0.01624639572741371,0.03739458408471308,0.010308449692158606,0.05448419927004444,0.026279167816083637,0.015663671754150732
12,1.5012395222545157e-06,1.3909069758793169e-06,5.642800399292034e-07,4.335873290992798,1.6729875221037462,1.3129073115288838,2.786645206054843,0.8910722209347378,-1.0303511156747212,0.7832211109979115,0.8623522040742505,2.7801556013967548,1.2266315614161314,1.0336324466441635,0.00013315679187853036,0.0004746502748479431,0.0013868893130355442,0.0005471945190081984,0.0003136323862061863,-0.0007502072064933252,-2.1638294335435404e-05,0.0005585698219754409
