iteration,err_norm,position_error,orientation_error,tcp_x,tcp_y,tcp_z,q0_dda_joint_linear_track,q1_dda_joint_carriage,q2_dda_joint_base,q3_dda_joint_shoulder,q4_dda_joint_elbow,q5_dda_joint_wrist1,q6_dda_joint_wrist2,q7_dda_joint_wrist3
0,4.114946079504862,2.9626875600281606,2.082861877128523,0.47255,3.7499999999986655,2.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.8557659301026925,2.028381830324736,1.7173131679074076,0.7755938551537991,2.7823944294801954,2.284531949988687,0.1744977345597314,-0.08216316157541555,0.14573067500261896,-0.7314386465438847,-0.235092883792899,0.2267832980782848,0.2723081606070607,0.3216860336850711
2,2.2451598777847295,1.720973552089703,1.2872437553697518,0.9613610245494028,2.298635377781519,2.4043419706226072,0.18240416233135157,-1.0,0.5284078143174331,-0.9577519063252748,0.6196265994425592,0.36693784098920074,0.04468081566462856,-0.737628357374227
3,3.3456598676434712,1.1339404592701576,2.945933753338945,1.5774317120077543,2.402315196951751,2.0828669793442876,1.6687572368634194,-1.0,-0.9696345750331892,-1.0897625217456097,1.248121623371716,2.1227382953834475,1.8701357810650763,-3.14
4,2.4605508373742437,1.0755981328342588,2.10849376910848,2.124841634363938,2.644336523973476,2.2163241826352773,1.9428798051557115,-1.0,-1.1942427306236234,-0.5884634524312995,1.2781398713585468,2.303508689662279,2.1599453919094747,-3.14
5,1.8570867351181657,0.9684871434661564,1.532209038558056,2.5088384389411598,2.6709056221025635,2.0126669933186907,2.297914510976203,-1.0,-1.4358132618146489,-0.7092027017717742,1.8605857396157066,2.327944465979717,2.287582306129324,-3.14
6,1.5595904882768197,0.9381989922880688,1.2158155995038031,2.638686469335867,2.6810541439653526,1.7610071707388113,2.459869750636757,-1.0,-1.6199052092742865,-0.8457937053447317,2.3929329999855518,2.1706755867329677,2.4075224801953903,-3.14
7,1.384006941069806,0.9483010374475316,0.9905333911177697,2.630662500887674,2.6971385489776973,1.5931069015311037,2.469555324598517,-1.0,-1.6549345367914938,-0.8506882849492375,2.703138469615788,2.0073864813532087,2.610956411497684,-3.14
8,1.2370082312501944,0.9557535464200997,0.7759341468598376,2.577444622313604,2.70576483824091,1.5088349022936252,2.429421923271109,-1.0,-1.6071025900339948,-0.8028519873880976,2.860317369861256,1.9532685628229973,2.8151288502385436,-3.14
9,1.1135302647448058,0.95387273507698,0.5698379886063002,2.5241682518244977,2.707748552373978,1.4878452347899416,2.3769452550927688,-1.0,-1.5661343037253606,-0.7327317454055509,2.908452066590613,2.007402092273086,2.9533290122097946,-3.14
10,1.0353625669369027,0.9490764270637689,0.41142148779350807,2.4862761318620925,2.708762950646407,1.5019892772739887,2.322357898354857,-1.0,-1.5551375658647997,-0.6616661454800195,2.884792144833542,2.1019466104637714,3.0304925360714092,-3.14
11,0.9933166152570977,0.9445742297189242,0.30611261360179215,2.4616373623736107,2.7096636540444545,1.5287626557501865,2.2709341437597703,-1.0,-1.5562311808856293,-0.6065230208065551,2.8277260673959557,2.1996425740620236,3.076451687744668,-3.14
12,0.9710981083648228,0.9411253700379154,0.238778124223655,2.4458419838551473,2.710161361364425,1.5567838544338817,2.228746755861134,-1.0,-1.5597754460157454,-0.5707642644969971,2.7655845666247956,2.2875472610568615,3.105768515494257,-3.14
13,0.9584973231790885,0.9388014066211412,0.19299584671495848,2.435913066731873,2.7103367167216534,1.5812847629158442,2.197716960868084,-1.0,-1.5628364446343816,-0.5486086703713635,2.712245565842226,2.3611650469756893,3.1249737042177244,-3.14
14,0.9506543700458118,0.9373689626201809,0.15821907206188146,2.4298463669185435,2.7103595977057466,1.6009952443281648,2.176059619322373,-1.0,-1.5650108551862583,-0.5338776890315171,2.6708986582855894,2.4207486445039534,3.1376175661515657,-3.14
15,0.9455476512167071,0.9365010426668794,0.13033980488825422,2.426137669965926,2.710327353219527,1.6168485190132216,2.1611560640498793,-1.0,-1.5665202818945463,-0.5230756503267405,2.6403402545113974,2.4683010615470162,3.14,-3.14
16,0.9421357742657953,0.9360428093080339,0.10680603963345742,2.4240398770511473,2.710281729803115,1.627868735946832,2.151616562184823,-1.0,-1.5675918113309033,-0.5149051282683654,2.6203980440580796,2.503979093320827,3.14,-3.14
17,0.9398592390102047,0.9358010355822791,0.08704279960814486,2.422841774839545,2.7102374737033,1.6351102996548657,2.1455191481327995,-1.0,-1.5683683364519263,-0.5085399846136172,2.6079925134312396,2.5302775910727484,3.14,-3.14
18,0.9383592487517275,0.9356645495173215,0.07081686136001693,2.422110595150689,2.710199205590936,1.6398611785303823,2.141505315447064,-1.0,-1.5689425826903196,-0.5034992065001724,2.6003466704119007,2.5497468027253425,3.14,-3.14
19,0.9373840741547479,0.9355819378094193,0.05779901953762357,2.4216296069114285,2.710167576277282,1.642974580666675,2.138798970682227,-1.0,-1.5693745814041116,-0.4994953072636589,2.595699048338596,2.5642127385820364,3.14,-3.14
20,0.9367574133364963,0.9355286597437108,0.04760410777645681,2.421290206700234,2.7101419692138147,1.6450132939497046,2.1369385187436443,-1.0,-1.5697039892946838,-0.49632216502420984,2.5929288562145643,2.5749941084811385,3.14,-3.14
21,0.9363582839422205,0.9354924773184721,0.039829056034546895,2.421037175840735,2.7101214564812137,1.646347503399591,2.135639123626657,-1.0,-1.5699576892404803,-0.4938171619882783,2.5913234361091715,2.5830502441588883,3.14,-3.14
22,0.9361055732561513,0.9354669378688181,0.03407377519117874,2.4208414377915344,2.710105125558635,1.6472202572486698,2.1347193543910943,-1.0,-1.5701544324088392,-0.491847408719245,2.590431265864669,2.5890832188359223,3.14,-3.14
23,0.9359460264337794,0.9354484138200679,0.02995075716409242,2.4206867155311675,2.7100921777707487,1.6477909359109386,2.134060573933586,-1.0,-1.5703076747924607,-0.4903036840834764,2.5899680183733613,2.593609390826331,3.14,-3.14
24,0.9358452791156223,0.9354347268668202,0.027094411464988376,2.420563085256256,2.7100819453498137,1.648163966354763,2.133583549921579,-1.0,-1.5704273254132142,-0.48909674583757734,2.5897562071568196,2.597010140203912,3.14,-3.14
25,0.9357814564644027,0.9354244873028722,0.025175995555211075,2.420463894175099,2.710073881423581,1.6484077276429485,2.1332344670874344,-1.0,-1.5705208413280856,-0.48815436262582323,2.5896863431806416,2.599568194897032,3.14,-3.14
26,0.9357407747622287,0.9354167626827005,0.023919810635640568,2.4203842925735644,2.7100675427959713,1.648566972677493,2.132976274034475,-1.0,-1.570593929865995,-0.48741864108172495,2.589691953881232,2.6014938366950955,3.14,-3.14
27,0.9357146091819505,0.9354109025525157,0.023111904950579173,2.420320527929432,2.710062572484327,1.6486709791738015,2.1327831738801675,-1.0,-1.5706510127551,-0.4868435922990892,2.589733558744147,2.6029439239071874,3.14,-3.14
28,0.9356975846273905,0.9354064400412789,0.022597636205720823,2.420269593203363,2.7100586841812775,1.6487388935952247,2.1326370333088356,-1.0,-1.5706955436537209,-0.4863929651568277,2.5897884333345456,2.6040357724492016,3.14,-3.14
29,0.9356863551957003,0.9354030331615881,0.02227139213833903,2.420229037791885,2.7100556490813235,1.6487832325558134,2.132524997999622,-1.0,-1.5707302332705497,-0.4860383699683432,2.5898441087183683,2.604857331840558,3.14,-3.14
30,0.9356788347067031,0.9354004277865398,0.022063932451386898,2.420196853151915,2.710053284935957,1.6488121758330911,2.1324378856512247,-1.0,-1.5707572143585566,-0.48575769370809974,2.5898942743511553,2.605474676003503,3.14,-3.14
31,0.9356737166345847,0.9353984331612977,0.021931072481711868,2.420171393671135,2.710051447045358,1.6488310673696336,2.1323690901538703,-1.0,-1.5707781660815818,-0.4855337889908104,2.5899362208988665,2.605937538265279,3.14,-3.14
32,0.9356701768050489,0.9353969050763534,0.021845069099433637,2.420151315600548,2.710050020883256,1.6488433974266945,2.1323138269555364,-1.0,-1.5707944098019448,-0.4853534075140484,2.5899692642386487,2.606283415383471,3.14,-3.14
33,0.93566769014029,0.9353957339606007,0.021788642434138663,2.4201355267417486,2.7100489160830743,1.6488514449892042,2.1322686089473457,-1.0,-1.570806983981505,-0.4852063439172201,2.58999379022695,2.60654062022198,3.14,-3.14
34,0.9356659179456674,0.9353948362667323,0.021751050443119667,2.4201231437857977,2.7100480615527225,1.6488566977912051,2.1322308796273526,-1.0,-1.570816703314756,-0.485084755856076,2.5900106887299144,2.6067305590051686,3.14,-3.14
35,0.9356646385617596,0.9353941481342586,0.021725596308463546,2.420113455885505,2.710047401521887,1.6488601268433167,2.1321987544688676,-1.0,-1.570824205659635,-0.4849826286241887,2.590021028998043,2.606869434604844,3.14,-3.14
36,0.9356637045769285,0.9353936206698187,0.021708076903380502,2.4201058936594118,2.7100468923570014,1.6488623658015704,2.132170837288449,-1.0,-1.5708299893632376,-0.484895356473479,2.5900258824923514,2.6069695235633,3.14,-3.14
