iteration,err_norm,position_error,orientation_error,tcp_x,tcp_y,tcp_z,q0_rt_joint_linear_track,q1_rt_joint_carriage,q2_rt_base,q3_rt_shoulder,q4_rt_elbow,q5_rt_wrist1,q6_rt_wrist2,q7_rt_wrist3
0,9.529344147929882,6.001924159357948,3.018257663660071,0.267,-3.2807478955731993e-13,2.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8.046542560481587,5.568711565652073,2.661688790924612,1.5400461165851342,-1.8571433265347965,2.12770894937864,1.050253471469307,-0.7486584470598598,0.21498999069019664,-0.6845512394178471,-0.02198851377442221,0.2651501066428627,0.6405742118690025,0.2651501066428627
2,6.7319599003715584,4.898866781357185,2.4223786549027295,1.3801907446184678,-0.11913272132515626,1.8051201651286013,2.3035026096398843,-1.0,0.9328691536586188,0.8832958996518329,0.12006550301174068,-0.2549829703040389,-1.0436764126307674,0.2957982559444445
3,4.593793019958879,3.8479033395116162,1.680451917810076,3.1128674632416367,-0.9483119929879136,2.534946953355281,2.839463896760236,-1.0,1.067820627628084,-0.015754662297758903,0.02784265750759163,0.3482693125493848,-0.31321135757930896,0.5497754696487502
4,2.9745363991562686,2.5612432395567937,1.2309276577885848,5.485333184235522,-0.9634509470106255,0.81580696651753,5.287552694198908,-1.0,2.206236330398478,2.1767828353824115,-3.0026668682131428,1.7757821400799978,0.28895124893490576,-1.7881624296212182
5,1.8289975244628653,1.6040787818466964,0.8082422830599636,6.322554428538982,-0.1789197809014284,1.5037102485294933,6.1151506965937745,-0.26846113885790257,2.4276070177061966,1.1516661268875452,-2.1996890409491643,1.8764428987251964,0.11283607369795379,-1.896530968461289
6,1.1657408997849836,1.0314107728283621,0.5249728491369994,6.389731184434553,0.4232968369223442,1.6270226865727935,6.041998605821452,0.07560178076682394,2.564576001985551,0.7286741243310371,-1.972366733417672,1.891776883693274,0.009217516671232967,-1.9113439586715029
7,0.7355071644882553,0.6491857197195943,0.3412388808545868,6.311127346456756,0.8035682636529058,1.6527463879172213,5.923338189790259,0.22753038036479753,2.7184885179920744,0.4553355606380891,-1.8102111250994999,1.8841168893156854,0.013848922700106858,-1.9226863886273733
8,0.4651453449674157,0.40781897261189504,0.22260262604415626,6.219800423004702,1.0274584760061367,1.6535518147062813,5.866727319838764,0.2694926335202457,2.8671613962642275,0.2642615108557559,-1.675580578963256,1.8838618535329485,0.07231852534828852,-1.9308230246799052
9,0.2976461033580502,0.2603920580535223,0.14390324559449766,6.151369712515724,1.1581105674630117,1.6521483999342998,5.8797573465902015,0.27877962437920045,3.006085714466693,0.1399755021696209,-1.570687679768173,1.9098868187515117,0.15696649431050302,-1.9575202233932867
10,0.19314473877729094,0.1699456801011315,0.09170371615444547,6.110911932050773,1.2390094919109147,1.6530958750592515,5.916151596063045,0.3079186654914334,3.1039203012826713,0.0827980138513141,-1.5139577429638635,1.9551879535947807,0.2233714133357161,-1.9981906948886923
11,0.13987048264492563,0.11883690460394264,0.07373376632706738,6.1030272204787375,1.2931064187140044,1.654040489961387,5.938099625920875,0.340713590908581,3.14,0.056638921625895546,-1.485636796407494,1.9887889794220661,0.25884745689363653,-2.0255822579166067
12,0.12952873484192132,0.10049939920797711,0.0816851984903553,6.116323658943429,1.329802453118985,1.654501898427533,5.949524671168982,0.36499699747501013,3.14,0.04189582433370686,-1.4692946394327198,2.0114634573621233,0.27795041367339296,-2.0431466120496267
13,0.1267178677015252,0.09302611129092012,0.08601398539554428,6.122346602425263,1.3538567490995832,1.6546875161804153,5.954700337245193,0.3813085604799495,3.14,0.032769628276520045,-1.4591565730804525,2.02852172618242,0.2877658605918159,-2.0564244645883774
14,0.12528077719334985,0.08962939885542036,0.0875030369103547,6.12434854178667,1.3695911166549488,1.6548060258239299,5.956395624751292,0.3920630740253877,3.14,0.026959243723439687,-1.4526562712912503,2.041949816877984,0.292456462578975,-2.067117783381946
15,0.1233906750257986,0.08732529331445087,0.0871478515212547,6.124079388992429,1.3798317118340404,1.6549128357511595,5.9561203114644,0.3990478154232554,3.14,0.02321078409949331,-1.4484135813936623,2.052972414659474,0.2941844177150584,-2.076172289033593
16,0.12075491244637097,0.08508395954483189,0.08566241697833432,6.122534497167818,1.3864455877097257,1.6550148270847598,5.9547393321893685,0.4035064729498784,3.14,0.02077422461300886,-1.445614931445304,2.0623504791403606,0.2941665833531259,-2.084127083152871
17,0.11752269179919331,0.08265875860615418,0.083517325872911,6.1202971730149445,1.3906699969970227,1.6551079065894838,5.952761004034411,0.40628599017567274,3.14,0.019181248905244797,-1.44375517786929,2.070566431170816,0.2931226965020423,-2.0913011118941274
18,0.11391776567747036,0.0800642270266214,0.08101525315560118,6.117713702655284,1.3933250134449127,1.6551882918785892,5.950487008314962,0.40795718063971487,3.14,0.01813331361143847,-1.4425111748518284,2.0779321536192583,0.2914909917841929,-2.097890080718673
19,0.11013120135428914,0.0773782205330553,0.07834813042504658,6.114989780820773,1.3949535694578237,1.65525466015223,5.948096063831926,0.40890225905059296,3.14,0.017438137880086385,-1.4416726672932465,2.084653085540719,0.2895421967762144,-2.1040184487489157
20,0.10630116441412883,0.07467604916541752,0.07563574777896996,6.112246285668825,1.3959144225981355,1.6553076584515867,5.945692692946711,0.4093758618678258,3.14,0.016971267825425525,-1.4411015845296105,2.0908671899104956,0.2874441420854206,-2.1097683449811897
21,0.10251897998966715,0.07201366299388252,0.07295117032449348,6.109552535555533,1.3964440456839569,1.6553489970749315,5.943336405607191,0.40954685151306935,3.14,0.01665199068185894,-1.4407068466038973,2.0966691107884428,0.2853002321762618,-2.115196146199538
22,0.09884078363089488,0.06942741951559796,0.07033737474851659,6.106946483186406,1.3966978443241267,1.6553807476371563,5.94105943205857,0.4095266866641659,3.14,0.016427951353104847,-1.440428273381826,2.1021253632217545,0.2831731280859733,-2.120342210022286
23,0.09529825475307088,0.06693835156094503,0.06781811527965491,6.104447100691367,1.3967775846569055,1.6554049261596724,5.938877581297196,0.4093885578397527,3.14,0.01626522418218889,-1.4402261094054036,2.107283984671234,0.2810996402373476,-2.1252366962592646
24,0.09190688387763996,0.06455675696570011,0.06540500347532206,6.102062007843817,1.3967496188871258,1.655423293982497,5.93679690743742,0.40918023525251035,3.14,0.01614186945488332,-1.4400741292252597,2.112180717999089,0.279100212797213,-2.129903102410957
25,0.08867185074792525,0.06228590541804725,0.0631021041909029,6.09979217059604,1.3966569749888298,1.6554372937882533,5.934817797190378,0.40893266264700995,3.14,0.016043739790602942,-1.4399550727856036,2.1168430014475383,0.27718500325763495,-2.1343604413420643
26,0.08559201746559918,0.06012471312246041,0.06090890360103272,6.097634784893254,1.3965273609598845,1.6554480578708277,5.932937464415739,0.40866568674943005,3.14,0.015961747769787035,-1.4398576154147564,2.121292562385658,0.2753577879010419,-2.1386246024324627
27,0.08266255878295013,0.05806955743888201,0.05882221241816674,6.095585034068795,1.3963784534992012,1.6554564486437822,5.9311514599620265,0.4083918654652014,3.14,0.01589008553296508,-1.4397743551178503,2.1255471172202376,0.2736184675931593,-2.1427092168255637
28,0.07987665278523873,0.056115458133053554,0.05683737480211883,6.093637147491441,1.3962213849746625,1.6554631087332232,5.929454573777885,0.4081189916776924,3.14,0.015825065436528705,-1.439700476318667,2.129621496278036,0.2719646688599622,-2.146626218756505
